time,error
2023-04-02 06:00:00,-0.2727160842895504
2023-04-02 07:00:00,-0.04239699597167945
2023-04-02 08:00:00,0.38066656582641567
2023-04-02 09:00:00,0.44460256582641655
2023-04-02 10:00:00,0.4804652530822757
2023-04-02 11:00:00,0.47075286114502024
2023-04-02 12:00:00,0.4766358611450201
2023-04-02 13:00:00,0.42470686114501977
2023-04-02 14:00:00,0.2927825038146974
2023-04-02 15:00:00,0.06787331298828114
2023-04-02 16:00:00,0.01842058221435572
2023-04-02 17:00:00,0.11795818057251051
2023-04-02 18:00:00,0.4746128617858876
2023-04-02 19:00:00,0.2796589026489249
2023-04-02 20:00:00,0.09483890264892558
2023-04-02 21:00:00,-0.013146300964356428
